LAUS Code;State FIPS Code;County FIPS Code;County Name/State Abbreviation;Year;Labor Force;Employed;Unemployed;Unemployment Rate (%)
CN1100100000000;11;001;District of Columbia;2019;400,641;378,443;22,198;5.5
CN1200100000000;12;001;Alachua County, FL;2019;137,739;133,605;4,134;3.0
CN1200300000000;12;003;Baker County, FL;2019;11,908;11,530;378;3.2
CN1200500000000;12;005;Bay County, FL;2019;83,734;80,550;3,184;3.8
CN1200700000000;12;007;Bradford County, FL;2019;10,849;10,491;358;3.3
CN1200900000000;12;009;Brevard County, FL;2019;281,323;272,123;9,200;3.3
CN1201100000000;12;011;Broward County, FL;2019;1,032,074;999,984;32,090;3.1
CN1201300000000;12;013;Calhoun County, FL;2019;4,760;4,567;193;4.1
CN1201500000000;12;015;Charlotte County, FL;2019;71,294;68,601;2,693;3.8
CN1201700000000;12;017;Citrus County, FL;2019;46,937;44,609;2,328;5.0
CN1201900000000;12;019;Clay County, FL;2019;106,546;103,232;3,314;3.1
CN1202100000000;12;021;Collier County, FL;2019;178,948;173,227;5,721;3.2
CN1202300000000;12;023;Columbia County, FL;2019;29,558;28,570;988;3.3
CN1202700000000;12;027;DeSoto County, FL;2019;14,093;13,584;509;3.6
CN1202900000000;12;029;Dixie County, FL;2019;5,802;5,578;224;3.9
CN1203100000000;12;031;Duval County, FL;2019;483,187;466,858;16,329;3.4
CN1203300000000;12;033;Escambia County, FL;2019;143,562;138,813;4,749;3.3
CN1203500000000;12;035;Flagler County, FL;2019;47,312;45,458;1,854;3.9
CN1203700000000;12;037;Franklin County, FL;2019;4,623;4,453;170;3.7
CN1203900000000;12;039;Gadsden County, FL;2019;18,399;17,621;778;4.2
CN1204100000000;12;041;Gilchrist County, FL;2019;7,238;6,987;251;3.5
CN1204300000000;12;043;Glades County, FL;2019;5,301;5,087;214;4.0
CN1204500000000;12;045;Gulf County, FL;2019;5,153;4,903;250;4.9
CN1204700000000;12;047;Hamilton County, FL;2019;4,268;4,087;181;4.2
CN1204900000000;12;049;Hardee County, FL;2019;8,299;7,868;431;5.2
CN1205100000000;12;051;Hendry County, FL;2019;15,224;14,295;929;6.1
CN1205300000000;12;053;Hernando County, FL;2019;71,270;68,203;3,067;4.3
CN1205500000000;12;055;Highlands County, FL;2019;35,478;33,807;1,671;4.7
CN1205700000000;12;057;Hillsborough County, FL;2019;750,301;726,461;23,840;3.2
CN1205900000000;12;059;Holmes County, FL;2019;6,885;6,636;249;3.6
CN1206100000000;12;061;Indian River County, FL;2019;65,037;62,478;2,559;3.9
CN1206300000000;12;063;Jackson County, FL;2019;16,952;16,344;608;3.6
CN1206500000000;12;065;Jefferson County, FL;2019;5,492;5,304;188;3.4
CN1206700000000;12;067;Lafayette County, FL;2019;2,822;2,738;84;3.0
CN1206900000000;12;069;Lake County, FL;2019;160,340;155,078;5,262;3.3
CN1207100000000;12;071;Lee County, FL;2019;345,890;334,696;11,194;3.2
CN1207300000000;12;073;Leon County, FL;2019;153,574;148,710;4,864;3.2
CN1207500000000;12;075;Levy County, FL;2019;16,571;15,937;634;3.8
CN1207700000000;12;077;Liberty County, FL;2019;2,630;2,536;94;3.6
CN1207900000000;12;079;Madison County, FL;2019;7,396;7,110;286;3.9
CN1208100000000;12;081;Manatee County, FL;2019;179,123;173,365;5,758;3.2
CN1208300000000;12;083;Marion County, FL;2019;137,996;132,600;5,396;3.9
CN1208500000000;12;085;Martin County, FL;2019;72,711;70,353;2,358;3.2
CN1208600000000;12;086;Miami-Dade County, FL;2019;1,377,686;1,337,581;40,105;2.9
CN1208700000000;12;087;Monroe County, FL;2019;46,156;45,192;964;2.1
CN1208900000000;12;089;Nassau County, FL;2019;41,483;40,237;1,246;3.0
CN1209100000000;12;091;Okaloosa County, FL;2019;95,827;93,172;2,655;2.8
CN1209300000000;12;093;Okeechobee County, FL;2019;17,593;16,967;626;3.6
CN1209500000000;12;095;Orange County, FL;2019;752,651;730,077;22,574;3.0
CN1209700000000;12;097;Osceola County, FL;2019;184,032;177,826;6,206;3.4
CN1209900000000;12;099;Palm Beach County, FL;2019;728,564;704,169;24,395;3.3
CN1210100000000;12;101;Pasco County, FL;2019;238,086;229,540;8,546;3.6
CN1210300000000;12;103;Pinellas County, FL;2019;481,784;466,913;14,871;3.1
CN1210500000000;12;105;Polk County, FL;2019;303,759;292,129;11,630;3.8
CN1210700000000;12;107;Putnam County, FL;2019;26,335;25,171;1,164;4.4
CN1210900000000;12;109;St. Johns County, FL;2019;134,568;130,934;3,634;2.7
CN1211100000000;12;111;St. Lucie County, FL;2019;145,238;139,384;5,854;4.0
CN1211300000000;12;113;Santa Rosa County, FL;2019;83,076;80,555;2,521;3.0
CN1211500000000;12;115;Sarasota County, FL;2019;187,320;181,333;5,987;3.2
CN1211700000000;12;117;Seminole County, FL;2019;251,873;244,319;7,554;3.0
CN1211900000000;12;119;Sumter County, FL;2019;32,334;30,781;1,553;4.8
CN1212100000000;12;121;Suwannee County, FL;2019;18,123;17,497;626;3.5
CN1212300000000;12;123;Taylor County, FL;2019;8,156;7,856;300;3.7
CN1212500000000;12;125;Union County, FL;2019;4,568;4,428;140;3.1
CN1212700000000;12;127;Volusia County, FL;2019;251,771;242,847;8,924;3.5
CN1212900000000;12;129;Wakulla County, FL;2019;15,265;14,812;453;3.0
CN1213100000000;12;131;Walton County, FL;2019;31,838;30,906;932;2.9
CN1213300000000;12;133;Washington County, FL;2019;9,621;9,280;341;3.5
CN1300100000000;13;001;Appling County, GA;2019;9,308;8,930;378;4.1
CN1300300000000;13;003;Atkinson County, GA;2019;4,576;4,427;149;3.3
CN1300500000000;13;005;Bacon County, GA;2019;4,974;4,788;186;3.7
CN1300700000000;13;007;Baker County, GA;2019;1,163;1,107;56;4.8
CN1300900000000;13;009;Baldwin County, GA;2019;17,771;16,990;781;4.4
CN1301100000000;13;011;Banks County, GA;2019;9,831;9,553;278;2.8
CN1301300000000;13;013;Barrow County, GA;2019;41,432;40,212;1,220;2.9
CN1301500000000;13;015;Bartow County, GA;2019;50,995;49,236;1,759;3.4
CN1301700000000;13;017;Ben Hill County, GA;2019;5,479;5,170;309;5.6
CN1301900000000;13;019;Berrien County, GA;2019;7,619;7,302;317;4.2
CN1302100000000;13;021;Bibb County, GA;2019;68,222;65,427;2,795;4.1
CN1302300000000;13;023;Bleckley County, GA;2019;4,611;4,368;243;5.3
CN1302500000000;13;025;Brantley County, GA;2019;7,275;6,963;312;4.3
CN1302700000000;13;027;Brooks County, GA;2019;6,902;6,658;244;3.5
CN1302900000000;13;029;Bryan County, GA;2019;19,255;18,669;586;3.0
CN1303100000000;13;031;Bulloch County, GA;2019;37,672;36,167;1,505;4.0
CN1303300000000;13;033;Burke County, GA;2019;9,163;8,674;489;5.3
CN1303500000000;13;035;Butts County, GA;2019;11,026;10,641;385;3.5
CN1303700000000;13;037;Calhoun County, GA;2019;2,272;2,188;84;3.7
CN1303900000000;13;039;Camden County, GA;2019;21,342;20,543;799;3.7
CN1304300000000;13;043;Candler County, GA;2019;5,637;5,464;173;3.1
CN1304500000000;13;045;Carroll County, GA;2019;55,906;53,887;2,019;3.6
CN1304700000000;13;047;Catoosa County, GA;2019;33,615;32,564;1,051;3.1
CN1304900000000;13;049;Charlton County, GA;2019;4,935;4,742;193;3.9
CN1305100000000;13;051;Chatham County, GA;2019;141,664;136,826;4,838;3.4
CN1305300000000;13;053;Chattahoochee County, GA;2019;2,038;1,942;96;4.7
CN1305500000000;13;055;Chattooga County, GA;2019;10,428;9,885;543;5.2
CN1305700000000;13;057;Cherokee County, GA;2019;137,751;133,812;3,939;2.9
CN1305900000000;13;059;Clarke County, GA;2019;59,934;57,709;2,225;3.7
CN1306100000000;13;061;Clay County, GA;2019;885;822;63;7.1
CN1306300000000;13;063;Clayton County, GA;2019;138,612;132,475;6,137;4.4
CN1306500000000;13;065;Clinch County, GA;2019;2,830;2,722;108;3.8
CN1306700000000;13;067;Cobb County, GA;2019;425,434;412,181;13,253;3.1
CN1306900000000;13;069;Coffee County, GA;2019;19,297;18,526;771;4.0
CN1307100000000;13;071;Colquitt County, GA;2019;21,846;21,137;709;3.2
CN1307300000000;13;073;Columbia County, GA;2019;76,405;73,996;2,409;3.2
CN1307500000000;13;075;Cook County, GA;2019;8,193;7,908;285;3.5
CN1307700000000;13;077;Coweta County, GA;2019;75,657;73,333;2,324;3.1
CN1307900000000;13;079;Crawford County, GA;2019;5,666;5,454;212;3.7
CN1308100000000;13;081;Crisp County, GA;2019;9,630;9,245;385;4.0
CN1308300000000;13;083;Dade County, GA;2019;8,157;7,879;278;3.4
CN1308500000000;13;085;Dawson County, GA;2019;12,771;12,395;376;2.9
CN1308700000000;13;087;Decatur County, GA;2019;11,713;11,257;456;3.9
CN1308900000000;13;089;DeKalb County, GA;2019;399,432;385,034;14,398;3.6
CN1309100000000;13;091;Dodge County, GA;2019;7,190;6,792;398;5.5
CN1309300000000;13;093;Dooly County, GA;2019;5,095;4,897;198;3.9
CN1309500000000;13;095;Dougherty County, GA;2019;37,844;36,028;1,816;4.8
CN1309700000000;13;097;Douglas County, GA;2019;73,479;70,755;2,724;3.7
CN1309900000000;13;099;Early County, GA;2019;4,400;4,222;178;4.0
CN1310100000000;13;101;Echols County, GA;2019;1,919;1,864;55;2.9
CN1310300000000;13;103;Effingham County, GA;2019;32,353;31,402;951;2.9
CN1310500000000;13;105;Elbert County, GA;2019;7,880;7,561;319;4.0
CN1310700000000;13;107;Emanuel County, GA;2019;8,448;7,987;461;5.5
